Temp,pH,Time,Substrate,EnzymeDose,InoculumSize,AgitationSpeed,Yield
32.49448142616835,4.787271040554884,43.38582875120267,124.95053655935801,23.24995777474926,1.8313375534830696,209.53614209304348,71.39903448067984
39.408571676918996,4.946871318750043,39.964616083437875,162.01201587688914,9.61279988996779,1.5467835662921805,164.82311338354828,56.51876281688429
36.78392730173686,5.709094786404361,26.796928650240247,134.40001709844995,13.665992359247154,6.437727556692977,291.12463121598523,67.68290772802823
35.18390181036444,4.680008772119784,63.010400288524984,62.49538746676946,21.582015921445457,9.695046902434793,104.74461274605954,62.49644260085331
29.872223685309237,5.739299369624343,52.03642948272483,77.83703551753331,17.052233613111998,5.524491780592516,196.96410399973516,40.60048046957087
29.87193424403443,4.176268861953383,84.7188833552163,82.89922760463787,23.464275965872346,1.4636370334537463,225.05250374755565,49.83004160028439
28.697003346018395,5.553596874417261,14.697204760492893,88.67963804672672,29.030197530571492,2.9909679046971056,256.3911223363454,53.40712031157656
38.39411374929922,5.6950952661094725,66.08490591463061,134.81050879257566,7.913667192879937,3.203136157741936,151.74275760700178,34.23721862564405
35.2133801409185,4.363635305674677,76.08770579497113,125.59486697380902,22.739192909951523,4.04071416223255,221.73047691437037,65.68417708710597
36.49687093355254,4.860693064744401,75.7968718118178,80.47400575463134,10.758603890802863,1.3924304522759137,125.8003678460707,37.45744803035218
28.24701393154963,4.330999549327311,86.43021323602412,60.13322651835306,15.36191818518923,9.144034304481247,158.86902309045507,31.5848197771814
39.63891822594393,5.413208257988435,73.2388343976775,75.71483067120771,5.821568144878496,5.640075502493457,273.9067828008498,29.416512374723606
37.98931168960506,5.0706955361233135,89.93604517840649,197.6571968927905,8.397684557317474,7.038377136586981,287.4769023327386,84.60136451776866
30.548069328139313,5.2706466934166425,39.94315438495488,120.28204246872085,12.994432226222493,1.6045555320550808,229.70433673181617,51.77560440421908
30.181899606485207,4.3929739339124225,54.26959100712962,180.10182570531688,13.549645132199624,1.4870392102328447,143.58797269404624,67.03188399339938
30.200854118241207,4.423491724104839,13.182691715762816,177.31287000032648,27.489630411552394,6.278209948364925,255.014447493666,99.5832077378906
31.650906915514454,4.0829946510198125,12.584437333476462,126.72793361943106,23.54532273166288,8.985664094537873,56.466770431355044,90.38680468637966
34.29707717958685,4.644135070391459,32.17063611792767,156.00315626908153,29.304574204676026,5.7563380086359235,75.68647763485527,100.0
33.183340223705386,5.11948932266735,20.46780455968316,78.91280156190685,19.976787758381015,8.900372553130644,215.34343409384027,80.6632055038261
31.494749682376504,5.715869827994657,33.857754906603304,153.25950573903623,11.04284330228295,8.298921457497155,122.81214381751435,79.52654967175442
35.34223473666855,5.333854894917361,26.871636740385384,90.85768688949344,13.191375748041072,1.6826840721542866,287.8465546001195,51.95459012559456
29.673926327824503,4.870792646799503,14.395682086446453,174.80931451312262,12.995898082299178,2.817617269471209,159.01515302307618,69.56648670466929
31.50573578242262,5.906240228788276,88.38154829810814,62.55861996633649,13.16235819158129,6.919396022398082,157.34120509729425,37.164558679052995
32.3963421195243,5.438490401151664,12.690743036666888,165.97080093279163,21.824104327795393,4.991512442950374,219.51987754773282,94.25465783791603
33.472839810604434,5.8603304057251,73.83090012431518,64.99053598529292,18.270198202260403,3.616298322822285,241.8921405765474,42.82974226685523
37.42211153671616,5.055175946544331,24.78042250123939,182.17838553414634,14.635604452166108,4.767704704431812,168.8896845312841,84.83504697894026
30.396085385900317,4.517808549586279,88.6272882479664,95.63067772025056,8.727244218217916,5.006796816435709,103.50022542793104,28.547817011024144
34.17081326096334,4.105653372729444,86.9948589255504,148.15900472458623,5.553479073553648,9.194970257394369,243.3271606814054,72.96758775766241
35.10897482634451,5.452169702967701,66.92769629501763,123.12534179304197,10.470866939692314,1.9311245533445773,130.08781871840688,52.9273062556763
28.557404952639974,4.2426059960110685,68.46766858325083,104.94547178935085,7.6867850992170315,3.517576721268535,93.77769232346441,21.547646252870276
